iter	Passed	Remaining
560	8163	9298
561	8175	9280
562	8188	9264
563	8201	9248
564	8214	9231
565	8230	9218
566	8246	9206
567	8263	9194
568	8277	9179
569	8292	9164
570	8306	9150
571	8317	9131
572	8332	9118
573	8346	9102
574	8360	9087
575	8375	9073
576	8389	9058
577	8404	9044
578	8416	9026
579	8429	9011
580	8445	8997
581	8461	8984
582	8473	8968
583	8485	8950
584	8496	8931
585	8509	8916
586	8524	8901
587	8538	8887
588	8548	8867
589	8561	8851
590	8576	8837
591	8591	8823
592	8604	8808
593	8619	8794
594	8633	8778
595	8645	8761
596	8659	8746
597	8673	8731
598	8688	8717
599	8708	8708
600	8724	8695
601	8740	8682
602	8754	8666
603	8765	8649
604	8776	8631
605	8792	8618
606	8806	8602
607	8815	8583
608	8830	8569
609	8842	8553
610	8857	8538
611	8872	8524
612	8883	8506
613	8895	8489
614	8908	8474
615	8921	8458
616	8936	8444
617	8947	8426
618	8959	8409
619	8974	8395
620	8988	8380
621	9002	8366
622	9012	8347
623	9024	8330
624	9039	8316
625	9056	8304
626	9065	8285
627	9081	8271
628	9095	8256
629	9110	8243
630	9124	8227
631	9143	8217
632	9161	8206
633	9177	8193
634	9191	8178
635	9201	8159
636	9213	8143
637	9227	8128
638	9241	8113
639	9252	8095
640	9264	8079
641	9277	8064
642	9294	8051
643	9311	8038
644	9324	8023
645	9336	8007
646	9355	7996
647	9366	7978
648	9379	7963
649	9393	7947
650	9409	7934
651	9423	7920
652	9437	7905
653	9448	7888
654	9460	7872
655	9474	7857
656	9484	7838
657	9499	7825
658	9514	7810
659	9526	7794
660	9540	7779
661	9558	7767
662	9571	7752
663	9582	7735
664	9592	7717
665	9610	7705
666	9624	7691
667	9641	7678
668	9654	7663
669	9672	7651
670	9688	7637
671	9702	7623
672	9719	7610
673	9731	7594
674	9743	7578
675	9756	7562
676	9773	7550
677	9787	7535
678	9805	7523
679	9820	7510
680	9835	7495
681	9845	7477
682	9857	7461
683	9871	7446
684	9886	7433
685	9903	7420
686	9919	7407
687	9936	7394
688	9950	7379
689	9961	7363
690	9973	7346
691	9987	7331
692	10000	7316
693	10016	7302
694	10032	7289
695	10050	7277
696	10066	7264
697	10082	7250
698	10095	7235
699	10108	7220
700	10119	7203
701	10135	7189
702	10151	7176
703	10166	7162
704	10181	7148
705	10195	7133
706	10210	7120
707	10223	7104
708	10238	7090
709	10251	7074
710	10264	7059
711	10281	7047
712	10299	7034
713	10315	7021
714	10330	7007
715	10342	6991
716	10356	6976
717	10370	6961
718	10381	6945
719	10397	6931
720	10413	6918
721	10428	6904
722	10445	6891
723	10456	6875
724	10470	6859
725	10481	6843
726	10499	6830
727	10513	6816
728	10526	6801
729	10544	6788
730	10561	6775
731	10576	6761
732	10593	6749
733	10609	6735
734	10621	6719
735	10637	6706
736	10650	6690
737	10664	6676
738	10679	6661
739	10696	6649
740	10711	6634
741	10726	6620
742	10742	6607
743	10755	6592
744	10770	6578
745	10782	6562
746	10795	6546
747	10810	6532
748	10826	6519
749	10844	6506
750	10858	6491
751	10873	6477
752	10885	6462
753	10899	6447
754	10912	6431
755	10927	6417
756	10942	6403
757	10958	6390
758	10972	6375
759	10982	6358
760	11001	6346
761	11016	6332
762	11025	6314
763	11039	6300
764	11054	6285
765	11069	6271
766	11081	6256
767	11096	6242
768	11109	6226
769	11123	6211
770	11139	6198
771	11154	6184
772	11172	6171
773	11187	6157
774	11202	6143
775	11217	6129
776	11231	6114
777	11250	6102
778	11261	6086
779	11273	6070
780	11288	6055
781	11302	6041
782	11320	6028
783	11334	6014
784	11347	5998
785	11358	5982
786	11371	5967
787	11386	5953
788	11401	5939
789	11417	5925
790	11429	5909
791	11444	5895
792	11461	5882
793	11475	5868
794	11487	5852
795	11502	5837
796	11516	5823
797	11533	5810
798	11549	5796
799	11564	5782
800	11577	5767
801	11593	5753
802	11609	5739
803	11622	5724
804	11636	5709
805	11647	5693
806	11662	5679
807	11677	5665
808	11692	5651
809	11705	5635
810	11718	5620
811	11732	5606
812	11745	5591
813	11758	5576
814	11773	5561
815	11790	5548
816	11805	5534
817	11818	5518
818	11833	5504
819	11843	5488
820	11855	5472
821	11868	5457
822	11880	5442
823	11894	5427
824	11909	5413
825	11926	5400
826	11942	5386
827	11956	5371
828	11971	5357
829	11985	5342
830	12002	5329
831	12015	5314
832	12035	5302
833	12046	5286
834	12060	5271
835	12072	5256
836	12088	5242
837	12104	5228
838	12119	5214
839	12134	5200
840	12151	5187
841	12167	5173
842	12181	5158
843	12193	5143
844	12205	5127
845	12219	5113
846	12234	5098
847	12248	5084
848	12261	5069
849	12275	5054
850	12286	5038
851	12302	5024
852	12317	5010
853	12333	4997
854	12348	4982
855	12363	4968
856	12377	4953
857	12393	4940
858	12408	4925
859	12422	4911
860	12434	4895
861	12448	4881
862	12463	4867
863	12475	4851
864	12491	4837
865	12506	4823
866	12520	4808
867	12538	4795
868	12549	4779
869	12566	4766
870	12581	4752
871	12597	4738
872	12613	4724
873	12628	4710
874	12639	4694
875	12650	4678
876	12666	4665
877	12681	4650
878	12695	4636
879	12709	4621
880	12722	4606
881	12736	4592
882	12747	4576
883	12764	4562
884	12779	4548
885	12796	4535
886	12810	4520
887	12823	4505
888	12839	4491
889	12853	4477
890	12870	4463
891	12881	4447
892	12895	4433
893	12910	4418
894	12924	4404
895	12936	4389
896	12949	4374
897	12962	4359
898	12977	4344
899	12994	4331
900	13010	4317
901	13026	4303
902	13040	4289
903	13058	4275
904	13074	4261
905	13089	4247
906	13102	4232
907	13115	4217
908	13127	4202
909	13142	4188
910	13158	4174
911	13170	4159
912	13184	4144
913	13199	4130
914	13212	4115
915	13224	4100
916	13241	4086
917	13257	4072
918	13271	4057
919	13282	4042
920	13298	4028
921	13312	4013
922	13326	3999
923	13340	3984
924	13356	3970
925	13371	3956
926	13388	3943
927	13405	3929
928	13423	3915
929	13438	3901
930	13455	3887
931	13471	3873
932	13484	3858
933	13498	3844
934	13509	3828
935	13523	3814
936	13537	3799
937	13550	3785
938	13562	3769
939	13576	3755
940	13588	3740
941	13604	3725
942	13619	3711
943	13635	3697
944	13649	3683
945	13662	3668
946	13676	3653
947	13688	3638
948	13702	3624
949	13720	3610
950	13735	3596
951	13749	3581
952	13766	3567
953	13779	3553
954	13798	3539
955	13810	3524
956	13821	3509
957	13834	3494
958	13846	3479
959	13863	3465
960	13877	3451
961	13889	3436
962	13903	3421
963	13917	3407
964	13934	3393
965	13951	3379
966	13967	3365
967	13982	3351
968	14000	3337
969	14012	3322
970	14031	3309
971	14044	3294
972	14056	3279
973	14068	3264
974	14081	3249
975	14098	3235
976	14114	3221
977	14128	3207
978	14141	3192
979	14157	3178
980	14168	3163
981	14187	3149
982	14199	3134
983	14216	3120
984	14229	3106
985	14246	3092
986	14263	3078
987	14277	3063
988	14291	3049
989	14305	3034
990	14316	3019
991	14328	3004
992	14344	2990
993	14360	2976
994	14375	2961
995	14385	2946
996	14397	2931
997	14413	2917
998	14429	2903
999	14444	2888
1000	14457	2874
1001	14470	2859
1002	14481	2844
1003	14496	2830
1004	14513	2816
1005	14527	2801
1006	14542	2787
1007	14557	2772
1008	14567	2757
1009	14579	2742
1010	14595	2728
1011	14610	2714
1012	14623	2699
1013	14636	2684
1014	14647	2669
1015	14661	2655
1016	14676	2640
1017	14691	2626
1018	14709	2612
1019	14724	2598
1020	14740	2584
1021	14756	2570
1022	14771	2555
1023	14789	2541
1024	14804	2527
1025	14816	2512
1026	14827	2497
1027	14841	2483
1028	14856	2468
1029	14869	2454
1030	14883	2439
1031	14896	2424
1032	14910	2410
1033	14935	2397
1034	14950	2383
1035	14962	2368
1036	14976	2354
1037	14989	2339
1038	15004	2325
1039	15019	2310
1040	15034	2296
1041	15046	2281
1042	15060	2267
1043	15075	2252
1044	15089	2238
1045	15103	2223
1046	15118	2209
1047	15134	2195
1048	15151	2180
1049	15163	2166
1050	15180	2152
1051	15196	2137
1052	15213	2123
1053	15224	2108
1054	15235	2093
1055	15248	2079
1056	15261	2064
1057	15277	2050
1058	15289	2035
1059	15301	2020
1060	15314	2006
1061	15328	1991
1062	15342	1977
1063	15352	1962
1064	15364	1947
1065	15383	1933
1066	15397	1919
1067	15412	1904
1068	15429	1890
1069	15442	1876
1070	15457	1861
1071	15472	1847
1072	15483	1832
1073	15497	1818
1074	15512	1803
1075	15528	1789
1076	15548	1775
1077	15563	1761
1078	15579	1747
1079	15592	1732
1080	15612	1718
1081	15629	1704
1082	15641	1689
1083	15655	1675
1084	15673	1661
1085	15687	1646
1086	15703	1632
1087	15714	1617
1088	15728	1603
1089	15744	1588
1090	15758	1574
1091	15769	1559
1092	15783	1545
1093	15795	1530
1094	15810	1516
1095	15821	1501
1096	15837	1487
1097	15848	1472
1098	15860	1457
1099	15876	1443
1100	15893	1429
1101	15908	1414
1102	15922	1400
1103	15934	1385
1104	15946	1370
1105	15958	1356
1106	15975	1342
1107	15990	1327
1108	16002	1313
1109	16016	1298
1110	16030	1284
1111	16041	1269
1112	16055	1255
1113	16070	1240
1114	16081	1225
1115	16092	1211
1116	16107	1196
1117	16123	1182
1118	16138	1168
1119	16154	1153
1120	16170	1139
1121	16182	1124
1122	16195	1110
1123	16205	1095
1124	16220	1081
1125	16230	1066
1126	16246	1052
1127	16261	1037
1128	16274	1023
1129	16287	1008
1130	16303	994
1131	16315	980
1132	16332	965
1133	16342	951
1134	16353	936
1135	16370	922
1136	16384	907
1137	16400	893
1138	16415	879
1139	16426	864
1140	16441	850
1141	16452	835
1142	16464	821
1143	16476	806
1144	16489	792
1145	16500	777
1146	16516	763
1147	16529	748
1148	16540	734
1149	16552	719
1150	16568	705
1151	16585	691
1152	16599	676
1153	16613	662
1154	16625	647
1155	16639	633
1156	16651	618
1157	16665	604
1158	16683	590
1159	16698	575
1160	16711	561
1161	16723	546
1162	16738	532
1163	16748	517
1164	16763	503
1165	16778	489
1166	16795	474
1167	16805	460
1168	16819	446
1169	16830	431
1170	16842	417
1171	16854	402
1172	16869	388
1173	16882	373
1174	16897	359
1175	16912	345
1176	16925	330
1177	16944	316
1178	16958	302
1179	16970	287
1180	16985	273
1181	16998	258
1182	17013	244
1183	17027	230
1184	17041	215
1185	17058	201
1186	17073	186
1187	17088	172
1188	17097	158
1189	17110	143
1190	17124	129
1191	17135	115
1192	17150	100
1193	17162	86
1194	17175	71
1195	17192	57
1196	17208	43
1197	17224	28
1198	17240	14
1199	17252	0
